GreCon;61688;16328;14026;5157;5025;4478;2955;2576;2424;2254;2136;2022;1925;1860;1820;1704;1462;1450;1427;1392;1315;1131;1062;1027;1012;984;794;790;756;754;680;680;634;606;576;559;546;545;534;515;506;504;492;490;474;473;465;462;455;430;428;418;414;408;390;385;382;365;360;352;347;340;338;330;317;311;303;296;293;280;275;273;268;264;262;258;256;253;250;249;240;240;234;233;230;230;225;224;210;210;208;208;208;205;202;196;195;192;183;183;182;182;180;178;177;170;168;163;155;154;147;147;146;145;145;144;144;141;135;132;132;129;127;126;125;124;124;120;118;118;116;116;116;115;114;114;114;114;112;111;111;110;108;108;105;105;104;101;100;100;99;98;98;97;92;92;92;92;92;90;89;88;88;87;86;86;85;84;83;83;81;80;78;78;77;76;76;75;74;74;72;72;72;72;72;71;69;68;68;68;68;67;67;67;65;64;64;64;64;64;63;63;62;61;60;60;60;58;58;57;56;56;55;55;54;53;53;53;51;51;51;50;50;50;50;49;48;48;48;48;48;48;47;47;46;46;46;45;44;44;44;44;42;42;41;40;40;40;40;40;39;39;39;39;39;38;38;38;38;38;38;37;37;36;36;36;35;35;35;35;34;34;34;32;32;32;32;32;32;32;32;31;31;31;30;30;30;30;30;30;29;29;29;29;28;28;28;28;28;27;27;27;26;26;26;25;24;24;24;24;24;24;24;24;23;22;22;22;22;22;21;21;21;20;20;20;20;20;20;20;20;20;19;19;19;18;18;18;18;18;18;18;18;18;17;17;17;17;16;16;16;16;16;16;16;16;16;16;15;15;15;15;15;15;15;15;14;14;14;14;14;14;14;13;13;13;13;13;13;13;13;12;12;12;12;12;12;12;12;12;12;11;11;11;11;10;10;10;10;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8;8;8;8;7;7;7;7;7;7;7;7;7;7;7;7;7;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0
GreConD;61688;14214;5025;1860;16140;2424;4478;1392;5157;2955;1904;2254;1704;1736;754;1820;1269;576;1315;1138;979;1617;648;504;790;606;759;492;2568;1462;408;1531;696;1239;665;362;360;347;473;515;390;740;852;488;327;432;315;504;1403;591;455;257;256;250;260;277;545;330;625;210;230;209;208;358;338;365;268;384;634;178;336;172;224;406;275;299;208;163;209;152;181;313;240;234;183;254;178;462;180;264;132;167;190;253;234;146;239;154;125;134;146;341;240;118;114;388;220;118;111;145;111;205;186;114;108;182;107;150;414;210;116;144;169;257;107;192;168;98;116;161;100;97;330;102;92;156;120;98;89;114;85;135;83;98;163;142;80;104;92;116;75;144;74;195;74;86;72;72;105;132;124;134;68;68;72;90;67;67;92;88;68;63;63;69;76;63;88;68;62;90;61;60;87;78;72;92;62;67;112;56;96;99;55;155;54;54;81;53;53;51;67;51;87;50;72;50;99;50;64;49;49;67;48;49;48;70;48;48;47;47;46;52;64;45;56;44;43;43;42;42;46;41;78;40;40;40;69;40;42;51;78;64;48;50;38;37;37;37;60;93;36;64;48;35;35;57;34;56;51;36;53;32;39;32;32;40;37;31;38;48;31;43;31;31;30;30;37;29;29;58;49;40;32;28;34;30;28;28;27;27;38;27;27;44;26;39;34;29;34;34;29;25;25;24;24;24;24;24;62;24;23;22;22;24;22;38;36;22;21;28;21;21;20;20;20;20;21;20;19;19;29;38;19;26;18;18;20;18;18;27;18;17;17;17;21;17;20;17;17;16;16;21;16;32;26;16;32;25;16;15;32;15;15;15;18;25;19;20;19;14;15;14;14;14;14;14;13;13;13;13;18;14;32;12;24;18;12;12;12;21;12;13;18;11;11;17;11;11;11;11;12;13;14;10;10;10;14;12;9;9;16;9;16;14;18;8;9;8;15;8;8;8;8;8;8;12;7;11;9;9;8;7;7;7;7;7;13;7;8;6;6;6;6;6;6;7;6;6;6;6;6;11;6;8;6;5;5;9;5;5;5;6;5;5;5;4;4;4;4;4;4;4;8;6;4;5;4;4;4;4;7;4;4;4;6;3;3;6;4;4;4;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;3;2;3;4;2;4;5;2;2;4;2;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
